0.309287154	1.024322291	0.303115961
-1.161483285	1.300817034	0.992527063
-0.646713632	-0.772893535	-0.628961659
-0.499636588	-0.081656679	0.484776524
-0.940867719	-0.911140906	1.072564543
-0.940867719	-1.187635649	-1.496749509
0.16221011	-0.081656679	-0.673606928
-0.426098066	0.471332806	0.766980158
0.16221011	-1.187635649	1.240082816
-0.646713632	-1.187635649	-0.139527502
0.456364198	-1.049388277	-1.017823555
-0.793790675	-0.358151421	-0.5779239
0.676979764	-1.049388277	0.3232129
0.16221011	-0.496398792	-1.227360045
0.456364198	-1.187635649	-1.430971076
0.235748632	-0.358151421	0.695407618
-0.279021022	0.333085435	1.376849999
0.088671588	0.747827549	1.325374398
-0.131943978	-0.911140906	1.308298568
-1.087944763	-0.21990405	1.2323768
0.382825676	2.406796004	0.738418278
0.750518286	-0.496398792	-1.191179718
-1.014406241	-0.634646164	0.668918189
-0.940867719	0.88607492	-0.337373616
-1.014406241	0.194838064	-1.190887823
-0.2054825	-0.358151421	1.261376522
0.16221011	-0.496398792	-1.209481505
-0.867329197	-1.049388277	-0.631880605
0.676979764	-1.049388277	0.015877147
0.309287154	-0.081656679	-1.085791197
-1.087944763	1.577311776	0.261506396
-0.131943978	-1.049388277	-0.770253208
0.676979764	-0.911140906	-0.891097544
0.015133066	0.194838064	1.015455378
0.971133852	0.88607492	1.326162513
-0.867329197	-0.358151421	0.970561999
-0.940867719	1.577311776	1.049840554
5.604060736	-1.049388277	-0.047347209
-0.058405456	-0.911140906	-0.143643215
-0.940867719	-1.187635649	-0.428867957
0.750518286	-1.187635649	-1.101247013
-0.867329197	-1.187635649	-1.245632643
0.015133066	-0.911140906	1.162555628
-0.352559544	0.471332806	0.56263939
0.309287154	-0.911140906	-1.12807212
0.088671588	-0.634646164	-0.874255229
0.971133852	1.577311776	0.846346281
-0.940867719	-1.049388277	1.089684158
-0.720252153	0.333085435	1.076300793
0.088671588	-1.187635649	-0.539043549
3.177289511	-0.358151421	6.231990134
-0.940867719	1.715559147	-0.255555579
-0.058405456	-1.187635649	-0.575165497
-1.014406241	-1.049388277	-1.194448937
-0.2054825	0.194838064	0.170610438
-0.279021022	1.577311776	0.332071899
-0.499636588	0.88607492	-1.042897296
-0.867329197	-0.634646164	-0.422650604
-1.161483285	-1.187635649	0.488352232
0.52990272	-0.21990405	3.25752647
0.16221011	-0.772893535	-1.304960207
-0.57317511	-1.187635649	-0.798917251
-1.161483285	1.99205389	0.982442107
-0.2054825	-1.187635649	-1.374241374
-0.499636588	-1.187635649	-0.110075344
-0.499636588	1.024322291	-0.41482783
-0.720252153	-0.496398792	0.295716435
0.456364198	0.194838064	-0.183165735
-0.131943978	-1.187635649	-0.054878088
-1.161483285	0.747827549	1.165868631
-1.014406241	1.577311776	0.905863576
-0.499636588	-0.911140906	1.035158259
0.971133852	-0.21990405	1.192693738
0.824056808	-0.21990405	1.083890051
-0.940867719	0.747827549	-0.254212864
0.52990272	-0.634646164	-0.717493271
-0.058405456	-1.049388277	-0.03419736
-0.720252153	-1.049388277	0.310413325
3.618520643	-0.772893535	2.732174691
-0.940867719	-1.049388277	0.317053925
0.309287154	0.194838064	-0.616497763
-0.793790675	-0.772893535	0.082969105
0.676979764	1.577311776	0.60830629
-0.646713632	1.577311776	-0.610119867
0.676979764	-1.049388277	0.726333844
-0.2054825	0.194838064	0.772248854
0.015133066	-0.496398792	-1.282323786
0.235748632	-0.634646164	0.744285358
-0.867329197	-0.634646164	0.32586914
0.676979764	-0.911140906	-1.368636999
-0.131943978	-0.358151421	0.772920211
0.676979764	1.99205389	-0.479467874
0.603441242	0.88607492	-0.256226936
-0.940867719	-0.358151421	-0.165783415
0.456364198	0.194838064	-0.474491073
-0.131943978	-0.081656679	1.14456033
-0.793790675	-0.911140906	-0.536387308
4.500982907	0.194838064	0.602541373
-0.131943978	1.024322291	-0.712531064
-0.57317511	1.162569662	1.039741003
-0.646713632	-0.358151421	0.961017048
0.824056808	-1.049388277	-1.199163033
0.382825676	-0.911140906	-1.204373351
-0.646713632	-0.496398792	-0.158091994
0.456364198	-0.496398792	-1.156604811
-0.867329197	-1.187635649	-1.074670015
-0.131943978	0.609580177	-0.174058625
0.750518286	0.747827549	0.361772168
0.382825676	0.194838064	-0.667214438
-1.087944763	-1.049388277	-0.427714974
0.088671588	1.024322291	0.54772358
3.250828033	-0.21990405	-0.157406042
-1.014406241	-0.358151421	-0.926095698
-1.161483285	0.609580177	-0.689194096
-0.352559544	1.715559147	-0.016990177
0.676979764	-0.634646164	0.220947651
-1.161483285	-0.911140906	0.990367043
-0.279021022	0.88607492	-0.795516679
0.16221011	-0.358151421	-0.504132962
-0.352559544	1.024322291	0.779750543
-1.014406241	1.162569662	-0.650751586
-0.867329197	-1.187635649	-0.365410086
0.603441242	-0.358151421	0.223749838
5.01575256	-0.772893535	0.812311378
0.824056808	1.577311776	0.253304159
0.603441242	1.300817034	-0.664952255
-0.646713632	-0.496398792	-1.392382619
-0.2054825	-1.187635649	-1.399752956
0.309287154	0.747827549	0.018650145
0.89759533	0.747827549	-0.102062839
-0.2054825	-0.911140906	-1.303135866
0.235748632	-0.634646164	-0.161463376
-1.014406241	1.99205389	0.626389156
-0.499636588	-0.496398792	1.353586004
-0.646713632	-0.634646164	-1.266254992
0.015133066	-0.772893535	-0.801442138
2.368365769	-1.187635649	-1.419426647
-0.279021022	0.194838064	-1.140842506
0.456364198	-1.187635649	-1.329815026
3.544982121	-0.634646164	0.488468989
0.235748632	1.715559147	0.3829929
0.382825676	0.471332806	-0.805878935
0.309287154	-0.496398792	1.274146907
-0.2054825	0.194838064	-1.086842017
0.676979764	-1.187635649	-0.847503096
0.750518286	-0.081656679	-0.899197617
0.971133852	-1.187635649	-0.993070899
-0.426098066	-0.772893535	-0.421920867
0.676979764	-0.911140906	0.090529174
0.824056808	-1.187635649	-1.453315603
1.63298055	0.194838064	0.387385913
-0.426098066	-0.496398792	1.236419539
0.456364198	-1.187635649	-0.921731875
